,StationCode,Station,StationName,Latitude,Longitude,HUC12,HUCName,County,State,Organization
1256,SRA.RBS,,RBS,39.0354,-76.5429,20600040202,Round Bay-Severn River,Anne Arundel County,MD,1
1257,SRA.RBW,,RBW,39.0374,-76.5601,20600040202,Round Bay-Severn River,Anne Arundel County,MD,1
1258,SRA.RC1,,RC1,39.0125,-76.4437,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1259,SRA.SC1,,SC1,39.0121,-76.5271,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1260,SRA.SC2,,SC2,39.0085,-76.5319,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1261,SRA.SC3,,SC3,39.0076,-76.5354,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1262,SRA.TH,,TH,39.0077,-76.499,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1263,SRA.VC,,VC,39.0595,-76.5766,20600040202,Round Bay-Severn River,Anne Arundel County,MD,1
1264,SRA.WC1,,WC1,38.9972,-76.5048,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1265,SRA.WC2,,WC2,38.9934,-76.5066,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1266,SRA.WH1,,WH1,39.0012,-76.4326,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1267,SRA.WH2,,WH2,39.0106,-76.4345,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1268,SRA.WH3,,WH3,39.0199,-76.4385,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1269,SRA.WU,,WU,38.9988,-76.4965,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1270,TUCCC.ARCTSP001,,ARCTSP001,40.90468,-78.10922,20502010505,Sixmile Run,Centre County,PA,1
1271,TUCCC.ARTISP001,,ARTISP001,40.904579999999996,-78.10922,20502010505,Sixmile Run,Centre County,PA,1
1272,TUCCC.ASAPRU002,,ASAPRU002,41.781908,-77.43301600000002,20502050302,Asaph Run,Tioga County,PA,1
1273,TUCCC.ASPARU001,,ASPARU001,41.79165,-77.44603000000002,20502050302,Asaph Run,Tioga County,PA,1
1274,TUCCC.BABBCR001,,BABBCR001,41.6851,-77.19785,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1275,TUCCC.BABBCR002,,BABBCR002,41.59661,-77.29014000000002,20502050405,Long Run-Babb Creek,Tioga County,PA,1
1276,TUCCC.BABBCR003,,BABBCR003,41.64204,-77.20837,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1277,TUCCC.BABBCR004,,BABBCR004,41.57292,-77.33528000000003,20502050405,Long Run-Babb Creek,Tioga County,PA,1
1278,TUCCC.BAILCR001,,BAILCR001,41.86218,-77.0121,20501040702,Bailey Creek-Mill Creek,Tioga County,PA,1
1279,TUCCC.BAILRU001,,BAILRU001,41.523567,-78.0661,20502020406,Middle First Fork Sinnemahoning Creek,Potter County,PA,1
1280,TUCCC.BAILRU002,,BAILRU002,41.512283000000004,-78.045767,20502020406,Middle First Fork Sinnemahoning Creek,Potter County,PA,1
1281,TUCCC.BALDRU002,,BALDRU002,41.793917,-77.30449200000002,20502050303,Marsh Creek,Tioga County,PA,1
1282,TUCCC.BEECRU001,,BEECRU001,41.647083,-77.96235,20502020403,Upper First Fork Sinnemahoning Creek,Potter County,PA,1
1283,TUCCC.BENNRU001,,BENNRU001,40.935392,-78.022634,20502010507,Black Moshannon Creek,Centre County,PA,1
1284,TUCCC.BERGRU001,,BERGRU001,41.48858,-78.051783,20502020406,Middle First Fork Sinnemahoning Creek,Potter County,PA,1
1285,TUCCC.BIBURU001,,BIBURU001,41.587425,-78.441636,20502020201,Elk Fork-Driftwood Branch Sinnemahoning Creek,Elk County,PA,1
1286,TUCCC.BIGRU001,,BIGRU001,41.11059,-77.733806,20502040204,Big Run,Clinton County,PA,1
1287,TUCCC.BIMCRU001,,BIMCRU001,40.8987,-78.5616,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1288,TUCCC.BIMORU001,,BIMORU001,41.63195,-78.000967,20502020401,Big Moores Run,Potter County,PA,1
1289,TUCCC.BINERU001,,BINERU001,41.556395,-78.034133,20502020406,Middle First Fork Sinnemahoning Creek,Potter County,PA,1
1290,TUCCC.BIRCRU001,,BIRCRU001,41.55789,-77.951093,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1291,TUCCC.BLACCR002,,BLACCR002,41.55178,-77.15403,20502050503,Blacks Creek,Tioga County,PA,1
1292,TUCCC.BLACCR003,,BLACCR003,41.56593,-77.13464,20502050503,Blacks Creek,Tioga County,PA,1
1293,TUCCC.BLHOCR001,,BLHOCR001,41.56371,-77.10322099999998,20502050504,Blockhouse Creek,Tioga County,PA,1
1294,TUCCC.BLHOCR002,,BLHOCR002,41.56024,-77.10484,20502050504,Blockhouse Creek,Tioga County,PA,1
1295,TUCCC.BOONRU001,,BOONRU001,41.34913,-77.35793000000002,20502050506,Little Pine Creek,Lycoming County,PA,1
1296,TUCCC.BORIBR002,,BORIBR002,41.652817,-77.937467,20502020403,Upper First Fork Sinnemahoning Creek,Potter County,PA,1
1297,TUCCC.BOWMCR001,,BOWMCR001,41.47444,-75.986944,20501061303,Lower Bowman Creek,Wyoming County,PA,1
1298,TUCCC.BOWMCR002,,BOWMCR002,41.42556,-76.03027800000002,20501061302,Upper Bowman Creek,Wyoming County,PA,1
1299,TUCCC.BOWMCR003,,BOWMCR003,41.401109999999996,-76.098889,20501061302,Upper Bowman Creek,Wyoming County,PA,1
1300,TUCCC.BROWRU001,,BROWRU001,40.9633,-78.4913,20502010408,Curwensville Dam-West Branch Susquehanna River,Clearfield County,PA,1
1301,TUCCC.BROWRU002,,BROWRU002,40.9581,-78.4845,20502010408,Curwensville Dam-West Branch Susquehanna River,Clearfield County,PA,1
1302,TUCCC.BROWRU003,,BROWRU003,41.34255,-77.39925,20502050606,Upper Pine Bottom Run-Pine Creek,Lycoming County,PA,1
1303,TUCCC.BUCKRU001,,BUCKRU001,41.60637,-77.50523000000003,20502050602,Cedar Run,Tioga County,PA,1
1304,TUCCC.CAHOCR001,,CAHOCR001,41.809708,-77.269588,20501040601,Catlin Hollow,Tioga County,PA,1
1305,TUCCC.CALDRU001,,CALDRU001,40.9308,-78.4723,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1306,TUCCC.CALECR001,,CALECR001,41.33556,-76.955278,20502060508,Lick Run-Mill Creek,Lycoming County,PA,1
1307,TUCCC.CAMPRU001,,CAMPRU001,41.576157,-77.911012,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1308,TUCCC.CANARU001,,CANARU001,41.782779999999995,-77.37472,20502050303,Marsh Creek,Tioga County,PA,1
1309,TUCCC.CARBRU001,,CARBRU001,41.63098,-76.64305999999998,20501060201,Little Schrader Creek-Schrader Creek,Bradford County,PA,1
1310,TUCCC.CASTCR001,,CASTCR001,42.16879,-75.89955,20501020809,Castle Creek,Broome County,NY,1
1311,TUCCC.CEDARI002,,CEDARI002,41.55525,-77.45933000000002,20502050602,Cedar Run,Tioga County,PA,1
1312,TUCCC.CEDARU001,,CEDARU001,41.58321,-77.47474,20502050602,Cedar Run,Tioga County,PA,1
1313,TUCCC.CHARCR001,,CHARCR001,41.72942000000001,-77.252637,20502050301,Charleston Creek,Tioga County,PA,1
1314,TUCCC.CHERRU001,,CHERRU001,41.36847,-76.46653,20502060801,Big Run-Muncy Creek,Sullivan County,PA,1
1315,TUCCC.COALRU001,,COALRU001,41.63369,-76.610253,20501060202,Millstone Creek-Schrader Creek,Bradford County,PA,1
1316,TUCCC.COLDST001,,COLDST001,40.89526,-78.20605,20502010504,Cold Stream,Centre County,PA,1
1317,TUCCC.COLECR001,,COLECR001,41.282697,-76.327558,20501070704,Raven Creek-Fishing Creek,Columbia County,PA,1
1318,TUCCC.COLECR002,,COLECR002,41.273162,-76.332977,20501070704,Raven Creek-Fishing Creek,Columbia County,PA,1
1319,TUCCC.CORECR001,,CORECR001,41.800567,-77.047383,20501040906,Corey Creek,Tioga County,PA,1
1320,TUCCC.CROOCR001,,CROOCR001,41.84493,-77.27932,20501040606,Middle Crooked Creek,Tioga County,PA,1
1321,TUCCC.CROOCR002,,CROOCR002,41.85919000000001,-77.30723,20501040606,Middle Crooked Creek,Tioga County,PA,1
1322,TUCCC.CUSHHO001,,CUSHHO001,41.821461,-77.708164,20502050203,Genesee Forks,Potter County,PA,1
1323,TUCCC.DAMRUN001,,DAMRUN001,41.326683,-77.354867,20502050506,Little Pine Creek,Lycoming County,PA,1
1324,TUCCC.DAMRUN002,,DAMRUN002,41.329433,-77.34446700000002,20502050506,Little Pine Creek,Lycoming County,PA,1
1325,TUCCC.DIXIRU001,,DIXIRU001,41.55859,-77.33154,20502050405,Long Run-Babb Creek,Tioga County,PA,1
1326,TUCCC.DRIFBR001,,DRIFBR001,41.508195,-78.235766,20502020207,Canoe Run-Driftwood Branch Sinnemahoning Creek,Cameron County,PA,1
1327,TUCCC.DRIFBR002,,DRIFBR002,41.581891,-78.44049100000002,20502020201,Elk Fork-Driftwood Branch Sinnemahoning Creek,Elk County,PA,1
1328,TUCCC.DRYRUN001,,DRYRUN001,41.34325,-77.654133,20502030402,Rattlesnake Run-West Branch Susquehanna River,Clinton County,PA,1
1329,TUCCC.DYKECR001,,DYKECR001,41.69343,-77.15566700000002,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1330,TUCCC.EBCORU001,,EBCORU001,41.596779999999995,-78.18343,20502020101,Cowley Run,Cameron County,PA,1
1331,TUCCC.EBOWCR001,,EBOWCR001,42.16832,-76.24582,20501030409,Lower East Branch Owego Creek-Owego Creek,Tioga County,NY,1
1332,TUCCC.EBOWCR002,,EBOWCR002,42.19397,-76.20567,20501030409,Lower East Branch Owego Creek-Owego Creek,Tioga County,NY,1
1333,TUCCC.EFSICR004,,EFSICR004,41.628357,-77.86036999999997,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1334,TUCCC.EFSICR005,,EFSICR005,41.529465,-78.014285,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1335,TUCCC.ELKLRU001,,ELKLRU001,41.521832,-78.02645,20502020406,Middle First Fork Sinnemahoning Creek,Potter County,PA,1
1336,TUCCC.ELKRU001,,ELKRU001,41.380179999999996,-76.47466,20502060801,Big Run-Muncy Creek,Sullivan County,PA,1
1337,TUCCC.ELKRU002,,ELKRU002,41.84803,-77.01248000000002,20501040701,Gaffers Creek-Elk Run,Tioga County,PA,1
1338,TUCCC.ELKRU003,,ELKRU003,41.71212,-77.578533,20502050206,Elk Run,Tioga County,PA,1
1339,TUCCC.ELMIHO001,,ELMIHO001,41.62445,-78.03195,20502020403,Upper First Fork Sinnemahoning Creek,Potter County,PA,1
1340,TUCCC.ENGLRU001,,ENGLRU001,41.35423,-77.34770999999998,20502050506,Little Pine Creek,Lycoming County,PA,1
1341,TUCCC.ENGLRU002,,ENGLRU002,41.44385,-77.29762,20502050506,Little Pine Creek,Lycoming County,PA,1
1342,TUCCC.FAHNRU001,,FAHNRU001,41.57997,-77.47319,20502050602,Cedar Run,Tioga County,PA,1
1343,TUCCC.FALLCR001,,FALLCR001,41.64132,-76.593672,20501060202,Millstone Creek-Schrader Creek,Bradford County,PA,1
1344,TUCCC.FFSICR002,,FFSICR002,41.4511,-78.04666999999998,20502020406,Middle First Fork Sinnemahoning Creek,Cameron County,PA,1
1345,TUCCC.FIBIFO001,,FIBIFO001,41.40055,-77.49464,20502050605,Trout Run,Lycoming County,PA,1
1346,TUCCC.FISHCR002,,FISHCR002,41.267348,-76.38004699999998,20501070704,Raven Creek-Fishing Creek,Columbia County,PA,1
1347,TUCCC.FISHCR003,,FISHCR003,41.27486500000001,-76.37773,20501070704,Raven Creek-Fishing Creek,Columbia County,PA,1
1348,TUCCC.FLICKRU001,,FLICKRU001,41.48153,-77.21131,20502050504,Blockhouse Creek,Lycoming County,PA,1
1349,TUCCC.FRANBR001,,FRANBR001,41.54952,-77.55795,20502050603,Slate Run,Tioga County,PA,1
1350,TUCCC.FREERU001,,FREERU001,41.60057000000001,-78.06433299999998,20502020404,Freeman Run,Potter County,PA,1
1351,TUCCC.FRPORU001,,FRPORU001,40.9238,-78.4836,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1352,TUCCC.GAMBRU001,,GAMBRU001,41.24138,-77.33651,20502050607,Furnace Run-Pine Creek,Lycoming County,PA,1
1353,TUCCC.GARRRU001,,GARRRU001,40.9532,-78.4888,20502010408,Curwensville Dam-West Branch Susquehanna River,Clearfield County,PA,1
1354,TUCCC.GAZZRU001,,GAZZRU001,40.89132,-78.58166,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1355,TUCCC.GENEFO001,,GENEFO001,41.8236,-77.7024,20502050203,Genesee Forks,Potter County,PA,1
1356,TUCCC.GENEFO002,,GENEFO002,41.827279,-77.706149,20502050203,Genesee Forks,Potter County,PA,1
1357,TUCCC.GLRICR001,,GLRICR001,40.9364,-78.4632,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1358,TUCCC.HAWKRU002,,HAWKRU002,41.5731,-76.86997,20502060203,Rock Run,Lycoming County,PA,1
1359,TUCCC.HAYERU001,,HAYERU001,41.105418,-77.758962,20502040205,Beech Creek,Centre County,PA,1
1360,TUCCC.HEISRU001,,HEISRU001,41.75663,-77.3503,20502050303,Marsh Creek,Tioga County,PA,1
1361,TUCCC.HILLCR001,,HILLCR001,41.85645,-77.22526500000002,20501040605,Hills Creek,Tioga County,PA,1
1362,TUCCC.HOBARU001,,HOBARU001,40.9531,-78.4892,20502010408,Curwensville Dam-West Branch Susquehanna River,Clearfield County,PA,1
1363,TUCCC.HOOTRU001,,HOOTRU001,40.8967,-78.5531,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1364,TUCCC.HORTRU001,,HORTRU001,41.616098,-77.874827,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1365,TUCCC.HUNTCR001,,HUNTCR001,41.33417,-76.142778,20501070501,Headwaters Huntington Creek,Luzerne County,PA,1
1366,TUCCC.HUNTRU001,,HUNTRU001,41.45268,-78.1744,20502020205,Hunts Run,Cameron County,PA,1
1367,TUCCC.HUNTRU002,,HUNTRU002,41.502896,-78.125208,20502020205,Hunts Run,Cameron County,PA,1
1368,TUCCC.HUNTRU003,,HUNTRU003,41.47377,-78.15105,20502020205,Hunts Run,Cameron County,PA,1
1369,TUCCC.JAMIRU001,,JAMIRU001,41.58625,-77.900065,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1370,TUCCC.JEMICR001,,JEMICR001,41.87222,-77.49221999999997,20501040804,Jemison Creek,Tioga County,PA,1
1371,TUCCC.JEMICR002,,JEMICR002,41.86802,-77.48841999999998,20501040804,Jemison Creek,Tioga County,PA,1
1372,TUCCC.JOHNBR001,,JOHNBR001,41.74325,-77.62094,20502050204,Johnson Brook-Pine Creek,Potter County,PA,1
1373,TUCCC.KELSCR001,,KELSCR001,41.7285,-77.321652,20502050301,Charleston Creek,Tioga County,PA,1
1374,TUCCC.KENDCR001,,KENDCR001,41.963879999999996,-76.61972,20501050607,Dry Brook-Chemung River,Bradford County,PA,1
1375,TUCCC.LALIRU001,,LALIRU001,40.56722,-78.692778,20502010101,Upper Chest Creek,Cambria County,PA,1
1376,TUCCC.LAURRU001,,LAURRU001,40.826679999999996,-78.1111,20502040401,Laurel Run-Bald Eagle Creek,Centre County,PA,1
1377,TUCCC.LAURRU002,,LAURRU002,40.8682,-78.4241,20502010308,Lower Clearfield Creek,Clearfield County,PA,1
1378,TUCCC.LAURRU005,,LAURRU005,41.291317,-76.731433,20502060803,Gregs Run-Muncy Creek,Lycoming County,PA,1
1379,TUCCC.LEONCR001,,LEONCR001,41.375005,-75.988388,20501061301,Leonard Creek,Luzerne County,PA,1
1380,TUCCC.LEONCR002,,LEONCR002,41.413296,-76.000236,20501061301,Leonard Creek,Wyoming County,PA,1
1381,TUCCC.LICHCR001,,LICHCR001,42.13758,-75.94223000000002,20501030201,Little Choconut Creek-Susquehanna River,Broome County,NY,1
1382,TUCCC.LICKCR001,,LICKCR001,41.65857000000001,-77.15656700000002,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1383,TUCCC.LICKCR002,,LICKCR002,41.653967,-77.19351800000003,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1384,TUCCC.LICKRU001,,LICKRU001,41.74038,-77.53815,20502050208,Lick Run-Pine Creek,Tioga County,PA,1
1385,TUCCC.LICKRU002,,LICKRU002,41.72163,-77.53445,20502050208,Lick Run-Pine Creek,Tioga County,PA,1
1386,TUCCC.LICKRU003,,LICKRU003,41.43227,-77.2711,20502050506,Little Pine Creek,Lycoming County,PA,1
1387,TUCCC.LICLCR001,,LICLCR001,40.89428,-78.5321,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1388,TUCCC.LICLCR002,,LICLCR002,40.9298,-78.4683,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1389,TUCCC.LICLCR003,,LICLCR003,40.8947,-78.57741999999998,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1390,TUCCC.LICLCR004,,LICLCR004,40.8967,-78.5191,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1391,TUCCC.LICLCR005,,LICLCR005,40.8941,-78.5431,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1392,TUCCC.LICLCR006,,LICLCR006,40.9161,-78.5051,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1393,TUCCC.LICLCR007,,LICLCR007,40.9444,-78.4471,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1394,TUCCC.LIDDGU001,,LIDDGU001,40.9671,-78.4865,20502010408,Curwensville Dam-West Branch Susquehanna River,Clearfield County,PA,1
1395,TUCCC.LIFACR001,,LIFACR001,41.5697,-77.20455,20502050501,Zimmerman Creek,Tioga County,PA,1
1396,TUCCC.LIISRU001,,LIISRU001,41.37281,-78.05256999999997,20502020407,Lower First Fork Sinnemahoning Creek,Cameron County,PA,1
1397,TUCCC.LIKECR002,,LIKECR002,41.58147,-77.704944,20502030101,Little Kettle Creek,Potter County,PA,1
1398,TUCCC.LIMORU001,,LIMORU001,41.642866999999995,-78.002183,20502020401,Big Moores Run,Potter County,PA,1
1399,TUCCC.LIPICR001,,LIPICR001,41.41283,-77.32124,20502050506,Little Pine Creek,Lycoming County,PA,1
1400,TUCCC.LIPICR002,,LIPICR002,41.309983,-77.362625,20502050506,Little Pine Creek,Lycoming County,PA,1
1401,TUCCC.LIPOCR001,,LIPOCR001,41.604447,-78.066728,20502020404,Freeman Run,Potter County,PA,1
1402,TUCCC.LISLRU001,,LISLRU001,41.46369,-77.505465,20502050604,Mill Run-Pine Creek,Lycoming County,PA,1
1403,TUCCC.LOGURU001,,LOGURU001,41.4646,-78.06251,20502020406,Middle First Fork Sinnemahoning Creek,Cameron County,PA,1
1404,TUCCC.LONGBO001,,LONGBO001,41.36979,-76.48708,20502060801,Big Run-Muncy Creek,Sullivan County,PA,1
1405,TUCCC.LONGRU001,,LONGRU001,41.7652,-77.561223,20502050207,Long Run,Tioga County,PA,1
1406,TUCCC.LONGRU002,,LONGRU002,41.79422,-77.5719,20502050207,Long Run,Tioga County,PA,1
1407,TUCCC.LONGRU003,,LONGRU003,41.59668,-77.28945,20502050405,Long Run-Babb Creek,Tioga County,PA,1
1408,TUCCC.LONRU001,,LONRU001,41.7652,-77.56121999999998,20502050207,Long Run,Tioga County,PA,1
1409,TUCCC.LOVERU001,,LOVERU001,41.36619,-77.35632,20502050506,Little Pine Creek,Lycoming County,PA,1
1410,TUCCC.LPBORU001,,LPBORU001,41.303779999999996,-77.39496,20502050606,Upper Pine Bottom Run-Pine Creek,Lycoming County,PA,1
1411,TUCCC.LYMARU001,,LYMARU001,41.72096,-77.77624200000002,20502050101,Lyman Run,Potter County,PA,1
1412,TUCCC.MADRU001,,MADRU001,41.85828,-77.06178,20501040703,Painter Run-Mill Creek,Tioga County,PA,1
1413,TUCCC.MANOFO001,,MANOFO001,41.512067,-77.536313,20502050603,Slate Run,Lycoming County,PA,1
1414,TUCCC.MARSCR001,,MARSCR001,41.425676,-75.95626899999998,20501061303,Lower Bowman Creek,Wyoming County,PA,1
1415,TUCCC.MCKIBR002,,MCKIBR002,41.46429000000001,-78.17316,20502020205,Hunts Run,Cameron County,PA,1
1416,TUCCC.MCNERU001,,MCNERU001,40.87207,-78.57165,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1417,TUCCC.MIHORU001,,MIHORU001,41.55552,-77.45843,20502050602,Cedar Run,Tioga County,PA,1
1418,TUCCC.MILCR009,,MILCR009,41.38359000000001,-76.97856,20502060508,Lick Run-Mill Creek,Lycoming County,PA,1
1419,TUCCC.MILLCR006,,MILLCR006,41.8587,-77.05975,20501040703,Painter Run-Mill Creek,Tioga County,PA,1
1420,TUCCC.MILLCR009,,MILLCR009,41.38359000000001,-76.978561,20502060508,Lick Run-Mill Creek,Lycoming County,PA,1
1421,TUCCC.MILLCR011,,MILLCR011,41.436695,-75.92287900000002,20501061409,Obendoffers Creek-Susquehanna River,Wyoming County,PA,1
1422,TUCCC.MILLRU002,,MILLRU002,41.40472000000001,-77.46471,20502050604,Mill Run-Pine Creek,Lycoming County,PA,1
1423,TUCCC.MILLRU003,,MILLRU003,41.752793,-77.503293,20502050208,Lick Run-Pine Creek,Tioga County,PA,1
1424,TUCCC.MITCHO001,,MITCHO001,40.9394,-78.4549,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1425,TUCCC.MONTRU001,,MONTRU001,41.30661,-78.01671999999998,20502020502,Grove Run-Sinnemahoning Creek,Clinton County,PA,1
1426,TUCCC.MORRBR001,,MORRBR001,41.725229999999996,-77.288191,20502050301,Charleston Creek,Tioga County,PA,1
1427,TUCCC.MUDRU001,,MUDRU001,40.996666999999995,-75.96722199999998,20501070402,Black Creek,Luzerne County,PA,1
1428,TUCCC.MUNCCR001,,MUNCCR001,41.37435,-76.46644,20502060801,Big Run-Muncy Creek,Sullivan County,PA,1
1429,TUCCC.MUNCCR002,,MUNCCR002,41.36753,-76.49158,20502060801,Big Run-Muncy Creek,Sullivan County,PA,1
1430,TUCCC.NANTCR001,,NANTCR001,42.21541,-76.03917,20501030104,Middle Nanticoke Creek,Broome County,NY,1
1431,TUCCC.NAVARU001,,NAVARU001,41.458082,-77.516483,20502050604,Mill Run-Pine Creek,Lycoming County,PA,1
1432,TUCCC.NBLARU001,,NBLARU001,40.2626,-77.491917,20503050105,Laurel Run,Perry County,PA,1
1433,TUCCC.NBRORU001,,NBRORU001,41.56821,-76.83100999999998,20502060203,Rock Run,Lycoming County,PA,1
1434,TUCCC.NICKRU001,,NICKRU001,41.63326,-77.04382,20501040904,Upper Tioga River,Tioga County,PA,1
1435,TUCCC.NIMIRU001,,NIMIRU001,41.791875,-77.76276899999998,20502050201,Ninemile Run,Potter County,PA,1
1436,TUCCC.NOCARU001,,NOCARU001,40.78875,-78.66919,20502010103,Lower Chest Creek,Clearfield County,PA,1
1437,TUCCC.Nanticoke Creek,,Nanticoke Creek,42.21541,-76.03917,20501030104,Middle Nanticoke Creek,Broome County,NY,1
1438,TUCCC.OLFARU001,,OLFARU001,40.8901,-78.5551,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1439,TUCCC.OTTERU001,,OTTERU001,41.40702,-77.33465,20502050505,Otter Run,Lycoming County,PA,1
1440,TUCCC.OTTFOR001,,OTTFOR001,41.31795,-77.41553,20502050606,Upper Pine Bottom Run-Pine Creek,Lycoming County,PA,1
1441,TUCCC.OWEGCR001,,OWEGCR001,42.1269,-76.27025,20501030409,Lower East Branch Owego Creek-Owego Creek,Tioga County,NY,1
1442,TUCCC.PACKRU001,,PACKRU001,41.494170000000004,-77.15048,20502050504,Blockhouse Creek,Lycoming County,PA,1
1443,TUCCC.PAINRU001,,PAINRU001,41.86603,-77.053516,20501040703,Painter Run-Mill Creek,Tioga County,PA,1
1444,TUCCC.PAINRU002,,PAINRU002,41.879059999999996,-77.04381,20501040703,Painter Run-Mill Creek,Tioga County,PA,1
1445,TUCCC.PAINRU003,,PAINRU003,41.74574000000001,-77.49271,20502050208,Lick Run-Pine Creek,Tioga County,PA,1
1446,TUCCC.PHOERU001,,PHOERU001,41.77158,-77.6116,20502050205,Phoenix Run,Potter County,PA,1
1447,TUCCC.PINCECR006,,PINCECR006,41.55621,-77.38228000000002,20502050601,Trout Run-Pine Creek,Tioga County,PA,1
1448,TUCCC.PINECR004,,PINECR004,41.8141,-77.7809,20502050202,Headwaters Pine Creek,Potter County,PA,1
1449,TUCCC.PINECR005,,PINECR005,41.18027,-77.27837,20502050607,Furnace Run-Pine Creek,Clinton County,PA,1
1450,TUCCC.PINECR007,,PINECR007,41.790246999999994,-77.76122600000002,20502050202,Headwaters Pine Creek,Potter County,PA,1
1451,TUCCC.PINECR008,,PINECR008,41.471362,-77.502809,20502050604,Mill Run-Pine Creek,Lycoming County,PA,1
1452,TUCCC.PINERU001,,PINERU001,40.7633,-78.650473,20502010103,Lower Chest Creek,Clearfield County,PA,1
1453,TUCCC.PROURU002,,PROURU002,41.65275,-77.93745,20502020403,Upper First Fork Sinnemahoning Creek,Potter County,PA,1
1454,TUCCC.RAMSRU001,,RAMSRU001,41.28467,-77.32413000000003,20502050607,Furnace Run-Pine Creek,Lycoming County,PA,1
1455,TUCCC.RBFMRU001,,RBFMRU001,41.70512,-77.48491,20502050601,Trout Run-Pine Creek,Tioga County,PA,1
1456,TUCCC.ROARRU001,,ROARRU001,41.289817,-76.708483,20502060803,Gregs Run-Muncy Creek,Lycoming County,PA,1
1457,TUCCC.SALTRU001,,SALTRU001,41.533977,-78.195171,20502020102,Sinnemahoning Portage Creek-Driftwood Branch Sinnemahoning Creek,Cameron County,PA,1
1458,TUCCC.SALTRU002,,SALTRU002,41.5236,-78.21419,20502020102,Sinnemahoning Portage Creek-Driftwood Branch Sinnemahoning Creek,Cameron County,PA,1
1459,TUCCC.SANDRU002,,SANDRU002,41.68398,-77.15475,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1460,TUCCC.SANDRU003,,SANDRU003,41.661359000000004,-77.194348,20502050401,Headwaters Babb Creek,Tioga County,PA,1
1461,TUCCC.SBLARU001,,SBLARU001,40.26185,-77.489133,20503050105,Laurel Run,Perry County,PA,1
1462,TUCCC.SBRORU001,,SBRORU001,41.54502,-76.81255999999998,20502060203,Rock Run,Lycoming County,PA,1
1463,TUCCC.SBRORU003,,SBRORU003,41.54653,-76.8281,20502060203,Rock Run,Lycoming County,PA,1
1464,TUCCC.SCHOHO001,,SCHOHO001,41.39542,-77.34731,20502050506,Little Pine Creek,Lycoming County,PA,1
1465,TUCCC.SEBIFO001,,SEBIFO001,41.40119,-77.50041,20502050605,Trout Run,Lycoming County,PA,1
1466,TUCCC.SHAERU001,,SHAERU001,40.27395,-77.543033,20503050102,Bull Run,Perry County,PA,1
1467,TUCCC.SHAMRU001,,SHAMRU001,40.9009,-78.5717,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1468,TUCCC.SIMERU001,,SIMERU001,40.929005,-78.281017,20502010503,Laurel Run,Clearfield County,PA,1
1469,TUCCC.SIMIRU001,,SIMIRU001,40.94253,-78.12451,20502010505,Sixmile Run,Centre County,PA,1
1470,TUCCC.SIPOCR001,,SIPOCR001,41.513077,-78.21967,20502020102,Sinnemahoning Portage Creek-Driftwood Branch Sinnemahoning Creek,Cameron County,PA,1
1471,TUCCC.SLATRU001,,SLATRU001,41.525047,-77.53107299999998,20502050603,Slate Run,Lycoming County,PA,1
